"","esFraude","tipo","hora","cantidad","saldoOrigenAntes","saldoOrigenDespues","destino","saldoDestinoAntes","saldoDestinoDespues"
"8528","Si","CASH_OUT",453,134725.66,134725.66,0,"C",0,134725.66
"8529","No","PAYMENT",455,868.84,23421,22552.16,"M",0,0
"8530","Si","TRANSFER",455,2108589.59,2108589.59,0,"C",0,0
"8531","Si","CASH_OUT",455,338083.76,338083.76,0,"C",788505.46,1126589.22
"8532","Si","TRANSFER",455,338083.76,338083.76,0,"C",0,0
"8533","Si","TRANSFER",456,1e+07,10585396.14,585396.14,"C",0,0
"8534","Si","TRANSFER",456,13914.81,13914.81,0,"C",0,0
"8535","Si","CASH_OUT",456,38180.99,38180.99,0,"C",134902.72,173083.71
"8536","Si","TRANSFER",457,173020.24,173020.24,0,"C",0,0
"8537","Si","TRANSFER",458,256556.98,256556.98,0,"C",0,0
"8538","Si","CASH_OUT",459,4153.02,4153.02,0,"C",0,4153.02
"8539","Si","CASH_OUT",460,76548.48,76548.48,0,"C",2635449.31,2711997.79
"8540","Si","TRANSFER",460,217666.25,217666.25,0,"C",0,0
"8541","Si","TRANSFER",460,1424002.7,1424002.7,0,"C",0,0
"8542","Si","TRANSFER",460,998086.61,998086.61,0,"C",0,0
"8543","Si","TRANSFER",460,2059980.16,2059980.16,0,"C",0,0
"8544","Si","CASH_OUT",460,58058.98,58058.98,0,"C",822974.58,881033.56
"8545","Si","TRANSFER",461,125153.57,125153.57,0,"C",0,0
"8546","Si","CASH_OUT",462,46190.9,46190.9,0,"C",0,46190.9
"8547","Si","TRANSFER",462,155028.83,155028.83,0,"C",0,0
"8548","Si","TRANSFER",463,1968008.53,1968008.53,0,"C",0,0
"8549","Si","TRANSFER",464,880975.83,880975.83,0,"C",0,0
"8550","Si","CASH_OUT",465,2577489.07,2577489.07,0,"C",0,2577489.07
"8551","Si","CASH_OUT",465,44946.2,44946.2,0,"C",1136952.09,1181898.29
"8552","Si","CASH_OUT",466,230806.85,230806.85,0,"C",1599122.59,1829929.44
"8553","Si","TRANSFER",467,636942.02,636942.02,0,"C",0,0
"8554","Si","CASH_OUT",467,636942.02,636942.02,0,"C",46336.09,683278.11
"8555","No","TRANSFER",469,700359.33,675396,0,"C",95618.2,795977.52
"8556","No","CASH_OUT",469,455668.66,40797,0,"C",0,455668.66
"8557","No","CASH_OUT",469,113228.32,0,0,"C",927137.28,1040365.6
"8558","No","CASH_IN",469,60841.88,6921,67762.88,"C",0,0
"8559","No","PAYMENT",469,14055.32,103210,89154.68,"M",0,0
"8560","No","PAYMENT",469,435.07,0,0,"M",0,0
"8561","No","TRANSFER",469,890280.12,4743,0,"C",1173129.63,2063409.75
"8562","Si","CASH_OUT",469,4417191.86,4417191.86,0,"C",188202.71,4605394.57
"8563","Si","CASH_OUT",470,2198220.97,2198220.97,0,"C",3319056.61,5517277.58
"8564","Si","TRANSFER",470,2198220.97,2198220.97,0,"C",0,0
"8565","No","CASH_IN",471,189655.5,420390.01,610045.52,"C",693966.52,504311.02
"8566","No","CASH_IN",471,152135.75,5234791.78,5386927.53,"C",160054.59,7918.84
"8567","No","CASH_IN",471,55221.48,866015.04,921236.53,"C",595051.5,539830.02
"8568","No","TRANSFER",471,456792.81,11247,0,"C",341043.34,797836.15
"8569","No","PAYMENT",471,2239.29,0,0,"M",0,0
"8570","Si","TRANSFER",471,504344.93,504344.93,0,"C",0,0
"8571","Si","TRANSFER",472,2739869.62,2739869.62,0,"C",0,0
"8572","Si","TRANSFER",473,70239.81,70239.81,0,"C",0,0
"8573","No","TRANSFER",474,1656326.42,0,0,"C",5354676.83,7011003.25
"8574","No","PAYMENT",474,10828.84,3436,0,"M",0,0
"8575","No","TRANSFER",474,1117646.73,39669,0,"C",39578.85,1157225.57
"8576","No","CASH_IN",474,268288.09,8614298.33,8882586.42,"C",1331076.08,1062787.99
"8577","Si","CASH_OUT",474,87167.88,87167.88,0,"C",421005.27,508173.15
"8578","Si","TRANSFER",474,87167.88,87167.88,0,"C",0,0
"8579","Si","TRANSFER",475,71511.19,71511.19,0,"C",0,0
"8580","Si","CASH_OUT",475,1064995.85,1064995.85,0,"C",0,1064995.85
"8581","Si","CASH_OUT",475,29611.08,29611.08,0,"C",723084.29,752695.37
"8582","Si","CASH_OUT",475,9511.69,9511.69,0,"C",745613.01,755124.7
"8583","Si","TRANSFER",475,1064995.85,1064995.85,0,"C",0,0
"8584","Si","TRANSFER",475,876753.11,876753.11,0,"C",0,0
"8585","No","DEBIT",476,2243.32,42544,40300.68,"C",143576.57,145819.89
"8586","No","CASH_OUT",476,30006.53,0,0,"C",1204475.94,1234482.47
"8587","No","PAYMENT",476,13032.14,436014.67,422982.53,"M",0,0
"8588","No","CASH_OUT",476,28381.19,2536,0,"C",0,28381.19
"8589","No","PAYMENT",476,3102.06,0,0,"M",0,0
"8590","No","TRANSFER",476,611154.07,0,0,"C",2122726.7,2733880.77
"8591","Si","TRANSFER",477,9639524.7,9639524.7,0,"C",0,0
"8592","Si","TRANSFER",477,1720600.92,1720600.92,0,"C",0,0
"8593","Si","TRANSFER",477,815297.9,815297.9,0,"C",0,0
"8594","No","CASH_IN",478,32473.07,357737.75,390210.82,"C",15959910.57,15927437.5
"8595","No","CASH_IN",478,71523.04,11368,82891.04,"C",36677.11,0
"8596","No","TRANSFER",478,840379.43,0,0,"C",1556566.93,2396946.36
"8597","No","CASH_OUT",479,129285.98,0,0,"C",504164.34,633450.32
"8598","Si","CASH_OUT",479,799517.33,799517.33,0,"C",67824.14,867341.47
"8599","Si","CASH_OUT",480,181104.66,181104.66,0,"C",205812.52,386917.18
"8600","Si","CASH_OUT",481,20296.68,20296.68,0,"C",129269.88,149566.56
"8601","Si","TRANSFER",481,832811.84,832811.84,0,"C",0,0
"8602","Si","CASH_OUT",481,305183.84,305183.84,0,"C",470854.17,776038
"8603","Si","CASH_OUT",482,1451083.08,1451083.08,0,"C",0,1451083.08
"8604","Si","TRANSFER",482,1451083.08,1451083.08,0,"C",0,0
"8605","No","PAYMENT",483,100.56,5231,5130.44,"M",0,0
"8606","Si","CASH_OUT",483,22990.73,22990.73,0,"C",3279840.64,3302831.37
"8607","Si","CASH_OUT",483,7576324.61,7576324.61,0,"C",0,7576324.61
"8608","Si","TRANSFER",485,471906.6,471906.6,0,"C",0,0
"8609","Si","CASH_OUT",487,321307.31,321307.31,0,"C",716857.2,1038164.5
"8610","Si","CASH_OUT",488,50279.4,50279.4,0,"C",1108375.76,1158655.16
"8611","Si","TRANSFER",488,50279.4,50279.4,0,"C",0,0
"8612","Si","CASH_OUT",488,326052.83,326052.83,0,"C",0,326052.83
"8613","Si","TRANSFER",489,4241.44,4241.44,0,"C",0,0
"8614","No","CASH_OUT",490,81465.84,10156,0,"C",0,81465.84
"8615","No","CASH_OUT",490,3656.79,0,0,"C",235825.36,239482.15
"8616","No","TRANSFER",490,145616.66,21003,0,"C",801877.72,947494.38
"8617","No","PAYMENT",490,4984.13,462,0,"M",0,0
"8618","Si","CASH_OUT",490,3641525.7,3641525.7,0,"C",599102.39,4240628.09
"8619","Si","CASH_OUT",491,449199.47,449199.47,0,"C",224957.93,674157.4
"8620","No","PAYMENT",492,67114.74,289,0,"M",0,0
"8621","No","PAYMENT",492,37312.01,0,0,"M",0,0
"8622","No","PAYMENT",492,15061.15,718409.63,703348.48,"M",0,0
"8623","No","CASH_IN",492,198354.68,3222097.68,3420452.36,"C",1473042.05,1274687.37
"8624","No","CASH_OUT",492,370832.53,301741.5,0,"C",655851.93,1026684.46
"8625","No","TRANSFER",492,2705250.99,100181,0,"C",210649.44,2915900.43
"8626","No","CASH_IN",492,36367.73,4750580.03,4786947.76,"C",323197.82,286830.09
"8627","Si","TRANSFER",492,162192.78,162192.78,0,"C",0,0
"8628","Si","TRANSFER",492,2985840.4,2985840.4,0,"C",0,0
"8629","No","PAYMENT",495,21499.28,52104,30604.72,"M",0,0
"8630","No","TRANSFER",495,1754770.02,29760,0,"C",562899.87,2317669.89
"8631","No","CASH_IN",495,368855.82,2040052.2,2408908.01,"C",818594.86,449739.05
"8632","No","PAYMENT",495,10672.39,229264.7,218592.31,"M",0,0
"8633","Si","TRANSFER",495,255286.59,255286.59,0,"C",0,0
"8634","Si","TRANSFER",497,1939519.45,1939519.45,0,"C",0,0
"8635","Si","CASH_OUT",497,141586.27,141586.27,0,"C",0,141586.27
"8636","Si","TRANSFER",497,462441.03,462441.03,0,"C",0,0
"8637","Si","TRANSFER",497,1416055.74,1416055.74,0,"C",0,0
"8638","Si","CASH_OUT",498,9593838.63,9593838.63,0,"C",0,9593838.63
"8639","Si","CASH_OUT",498,142791.28,142791.28,0,"C",724053.13,866844.41
"8640","Si","TRANSFER",499,488243.65,488243.65,0,"C",0,0
"8641","No","CASH_OUT",500,98483.37,0,0,"C",214610.92,313094.29
"8642","No","TRANSFER",500,103220.94,10264,0,"C",0,103220.94
"8643","No","CASH_OUT",500,91599.31,107084,15484.69,"C",0,91599.31
"8644","No","TRANSFER",500,822397.15,0,0,"C",1828220.51,2650617.66
"8645","No","CASH_OUT",500,267280.94,82,0,"C",155004.05,422284.98
"8646","No","TRANSFER",500,280893.38,0,0,"C",361326.96,642220.33
"8647","No","CASH_IN",500,14914.36,5601385.09,5616299.44,"C",6694936.39,6680022.03
"8648","Si","CASH_OUT",501,824841.09,824841.09,0,"C",629645.26,1454486.34
"8649","Si","CASH_OUT",501,6183238.55,6183238.55,0,"C",1289583.48,7472822.03
"8650","Si","TRANSFER",501,73328.47,73328.47,0,"C",0,0
"8651","Si","CASH_OUT",501,772379.36,772379.36,0,"C",501817.89,1274197.25
"8652","Si","TRANSFER",501,161024.8,161024.8,0,"C",0,0
"8653","Si","CASH_OUT",501,472808.24,472808.24,0,"C",0,472808.24
"8654","Si","CASH_OUT",501,1254775.16,1254775.16,0,"C",105384.01,1360159.18
"8655","Si","TRANSFER",501,6183238.55,6183238.55,0,"C",0,0
"8656","No","CASH_OUT",502,25301.16,0,0,"C",156581.99,181883.15
"8657","Si","TRANSFER",502,66066.73,66066.73,0,"C",0,0
"8658","No","PAYMENT",503,3268.51,297,0,"M",0,0
"8659","No","CASH_IN",503,433362.17,2330381.35,2763743.52,"C",9960121.38,9526759.21
"8660","No","PAYMENT",503,1351.53,357,0,"M",0,0
"8661","Si","TRANSFER",503,56290.17,56290.17,0,"C",0,0
"8662","Si","CASH_OUT",503,56290.17,56290.17,0,"C",10484036.58,10540326.75
"8663","Si","TRANSFER",504,138048.52,138048.52,0,"C",0,0
"8664","Si","TRANSFER",504,219278.81,219278.81,0,"C",0,0
"8665","Si","CASH_OUT",504,262678.53,262678.53,0,"C",577129.04,839807.57
"8666","Si","CASH_OUT",505,2251225.38,2251225.38,0,"C",23722.5,2274947.89
"8667","Si","TRANSFER",507,269476.09,269476.09,0,"C",0,0
"8668","No","CASH_IN",509,289500.66,718925.48,1008426.14,"C",444335.35,154834.69
"8669","Si","TRANSFER",509,40836.05,40836.05,0,"C",0,0
"8670","Si","TRANSFER",509,120411.9,120411.9,0,"C",0,0
"8671","Si","CASH_OUT",509,418871.89,418871.89,0,"C",134286.38,553158.26
"8672","Si","TRANSFER",509,2656973.04,2656973.04,0,"C",0,0
"8673","Si","CASH_OUT",509,23413.67,23413.67,0,"C",0,23413.67
"8674","Si","CASH_OUT",510,550231.35,550231.35,0,"C",919044.92,1469276.27
"8675","Si","TRANSFER",510,3178881.71,3178881.71,0,"C",0,0
"8676","Si","TRANSFER",510,177137.79,177137.79,0,"C",0,0
"8677","Si","CASH_OUT",511,2491.85,2491.85,0,"C",292572.02,295063.87
"8678","Si","CASH_OUT",512,718350.64,718350.64,0,"C",0,718350.64
"8679","Si","CASH_OUT",512,684266.09,684266.09,0,"C",76615.04,760881.13
"8680","Si","TRANSFER",513,159724.42,159724.42,0,"C",0,0
"8681","Si","CASH_OUT",513,168033.36,168033.36,0,"C",1007215.9,1175249.26
"8682","No","CASH_IN",514,425281.33,841734.35,1267015.68,"C",19352045.05,18926763.72
"8683","No","DEBIT",514,4348.84,15502,11153.16,"C",279687.13,284035.97
"8684","No","PAYMENT",514,10074.48,291627.88,281553.4,"M",0,0
"8685","No","CASH_OUT",514,183738.21,56199,0,"C",117741.31,301479.51
"8686","No","TRANSFER",514,757909.52,0,0,"C",6336103.97,7094013.49
"8687","No","TRANSFER",514,65534.09,0,0,"C",351776.73,417310.82
"8688","No","CASH_IN",514,2865.31,3731541.16,3734406.46,"C",4953947.37,4951082.07
"8689","No","PAYMENT",514,1823.99,27321,25497.01,"M",0,0
"8690","No","CASH_IN",514,323939.44,6756337.06,7080276.5,"C",1103067.24,779127.8
"8691","No","PAYMENT",514,2225.4,0,0,"M",0,0
"8692","Si","CASH_OUT",514,1e+07,1e+07,0,"C",0,1e+07
"8693","Si","CASH_OUT",514,137605.04,137605.04,0,"C",0,137605.04
"8694","Si","TRANSFER",516,414794.23,414794.23,0,"C",0,0
"8695","Si","CASH_OUT",516,414794.23,414794.23,0,"C",8045553.73,8460347.96
"8696","Si","CASH_OUT",516,2625132.51,2625132.51,0,"C",35492.23,2660624.74
"8697","No","TRANSFER",517,134823.49,0,0,"C",987701.09,1122524.58
"8698","No","PAYMENT",518,5289.56,976263,970973.44,"M",0,0
"8699","No","PAYMENT",518,2953.83,0,0,"M",0,0
"8700","No","CASH_IN",518,214195.54,432699,646894.54,"C",359142.92,144947.38
"8701","No","PAYMENT",518,1593.89,0,0,"M",0,0
"8702","No","CASH_OUT",518,254001.79,0,0,"C",539583.78,793585.58
"8703","Si","CASH_OUT",518,22048.19,22048.19,0,"C",0,22048.19
"8704","Si","TRANSFER",519,21738.98,21738.98,0,"C",0,0
"8705","Si","TRANSFER",519,1558.46,1558.46,0,"C",0,0
"8706","No","CASH_OUT",520,146601.2,0,0,"C",677536.38,824137.59
"8707","No","PAYMENT",520,19294.16,0,0,"M",0,0
"8708","No","PAYMENT",520,29.95,0,0,"M",0,0
"8709","No","CASH_IN",520,248177,2125733.98,2373910.98,"C",1098657.02,850480.02
"8710","Si","TRANSFER",520,2871898.5,2871898.5,0,"C",0,0
"8711","Si","TRANSFER",520,53325.6,53325.6,0,"C",0,0
"8712","Si","CASH_OUT",520,5469910.99,5469910.99,0,"C",115992.44,5585903.43
"8713","Si","CASH_OUT",520,658855.33,658855.33,0,"C",4937941.18,5596796.51
"8714","Si","CASH_OUT",521,28835.93,28835.93,0,"C",263633.63,292469.56
"8715","Si","TRANSFER",521,98086.09,98086.09,0,"C",0,0
"8716","No","CASH_OUT",522,171013.51,42006,0,"C",49914.6,220928.11
"8717","No","CASH_OUT",522,7516.77,0,0,"C",837856.92,845373.69
"8718","No","CASH_OUT",522,37286.57,0,0,"C",23049248.42,23086534.99
"8719","No","PAYMENT",522,10379.85,15124,4744.15,"M",0,0
"8720","No","PAYMENT",522,1607.62,21446.13,19838.52,"M",0,0
"8721","No","CASH_IN",522,214165.4,285113,499278.4,"C",2532484.38,2318318.98
"8722","No","PAYMENT",522,2705.7,136,0,"M",0,0
"8723","No","CASH_OUT",522,33888.41,0,0,"C",1088649.24,1122537.65
"8724","No","CASH_OUT",522,143399.42,14450,0,"C",1414027.6,1557427.02
"8725","No","PAYMENT",522,26856.79,0,0,"M",0,0
"8726","No","CASH_OUT",522,140712.22,41484,0,"C",3618331.99,3759044.21
"8727","No","PAYMENT",522,7991.65,145191,137199.35,"M",0,0
"8728","No","CASH_OUT",522,92694.28,27299.93,0,"C",2711387.22,2804081.49
"8729","No","PAYMENT",522,9372.71,187510,178137.29,"M",0,0
"8730","No","PAYMENT",522,860.08,0,0,"M",0,0
"8731","No","PAYMENT",522,19298.81,0,0,"M",0,0
"8732","No","PAYMENT",522,6156.54,26335,20178.46,"M",0,0
"8733","No","PAYMENT",522,19367,235071.44,215704.44,"M",0,0
"8734","No","PAYMENT",522,15534.87,0,0,"M",0,0
"8735","No","CASH_IN",522,4065.74,22151,26216.74,"C",184577.4,180511.65
"8736","No","PAYMENT",522,20852.42,116933,96080.58,"M",0,0
"8737","No","CASH_IN",522,200336.51,2087191.12,2287527.63,"C",1212707.02,1012370.51
"8738","No","CASH_IN",522,43593.62,514.48,44108.1,"C",415581.85,371988.22
"8739","No","CASH_IN",522,53785.41,7463038.36,7516823.77,"C",256892.96,203107.54
"8740","No","PAYMENT",522,12924.68,29444,16519.32,"M",0,0
"8741","No","PAYMENT",522,276.67,0,0,"M",0,0
"8742","No","TRANSFER",522,46322.48,288166.28,241843.8,"C",171013.25,217335.73
"8743","No","CASH_OUT",522,108469.44,0,0,"C",1230437.59,1338907.03
"8744","Si","TRANSFER",522,545780.7,545780.7,0,"C",0,0
"8745","Si","CASH_OUT",523,921894.19,921894.19,0,"C",523285.83,1445180.02
"8746","Si","CASH_OUT",523,160186.79,160186.79,0,"C",2428183.45,2588370.25
"8747","Si","TRANSFER",523,120598.96,120598.96,0,"C",0,0
"8748","No","PAYMENT",524,13803.92,0,0,"M",0,0
"8749","No","CASH_OUT",524,197917.31,20763,0,"C",219664.34,417581.65
"8750","No","CASH_IN",524,122213.81,511187.67,633401.48,"C",1762130.78,1639916.98
"8751","No","TRANSFER",525,33706.84,0,0,"C",216920.91,250627.75
"8752","No","CASH_OUT",525,71071.94,256824,185752.06,"C",0,71071.94
"8753","No","CASH_IN",525,131804.74,31551,163355.74,"C",0,0
"8754","No","TRANSFER",525,343634.36,0,0,"C",1793882.83,2137517.2
"8755","No","TRANSFER",525,418728.97,0,0,"C",1777999.66,2196728.63
"8756","No","PAYMENT",526,3349.28,200374,197024.72,"M",0,0
"8757","No","CASH_IN",526,52542.88,4920651.36,4973194.24,"C",577511.88,524968.99
"8758","No","PAYMENT",526,3873.6,232857,228983.4,"M",0,0
"8759","No","TRANSFER",526,1022629.27,0,0,"C",6690442.6,7713071.87
"8760","No","CASH_OUT",526,50206.03,103773,53566.97,"C",1681674.46,1731880.49
"8761","No","CASH_IN",526,107231.92,79476,186707.92,"C",676667.73,569435.82
"8762","Si","CASH_OUT",526,200008.33,200008.33,0,"C",2959887.83,3159896.16
"8763","No","CASH_OUT",527,209455.2,1383.87,0,"C",595452.26,804907.46
"8764","No","CASH_OUT",527,87254.9,0,0,"C",332359.66,419614.57
"8765","No","PAYMENT",527,3744.75,25989,22244.25,"M",0,0
"8766","No","PAYMENT",527,18813.75,6202,0,"M",0,0
"8767","No","CASH_IN",527,34567.05,1332202.06,1366769.1,"C",125565.9,90998.86
"8768","Si","CASH_OUT",527,79323.25,79323.25,0,"C",194983.92,274307.16
"8769","Si","TRANSFER",528,11070.29,11070.29,0,"C",0,0
"8770","Si","CASH_OUT",528,311234.46,311234.46,0,"C",978976.44,1290210.9
"8771","Si","CASH_OUT",529,1679154.56,1679154.56,0,"C",4351406.23,6030560.79
"8772","Si","TRANSFER",530,398711.68,398711.68,0,"C",0,0
"8773","Si","CASH_OUT",531,3547485.43,3547485.43,0,"C",0,3547485.43
"8774","Si","CASH_OUT",531,4791.06,4791.06,0,"C",4814602.17,4819393.23
"8775","Si","CASH_OUT",532,188097.08,188097.08,0,"C",164930.19,353027.27
"8776","Si","TRANSFER",533,400517.07,400517.07,0,"C",0,0
"8777","Si","CASH_OUT",533,1303029.52,1303029.52,0,"C",522143.94,1825173.47
"8778","No","CASH_IN",534,36050.84,581777.77,617828.61,"C",4259995.62,4223944.78
"8779","Si","CASH_OUT",536,116974.87,116974.87,0,"C",735380.64,852355.51
"8780","Si","CASH_OUT",536,624686.04,624686.04,0,"C",162545.17,787231.2
"8781","Si","CASH_OUT",537,26481.25,26481.25,0,"C",1119942.48,1146423.73
"8782","Si","TRANSFER",537,26481.25,26481.25,0,"C",0,0
"8783","Si","CASH_OUT",537,266546.68,266546.68,0,"C",0,266546.68
"8784","No","PAYMENT",538,7226.81,0,0,"M",0,0
"8785","No","PAYMENT",538,26890.41,0,0,"M",0,0
"8786","Si","TRANSFER",538,1392337.38,1392337.38,0,"C",0,0
"8787","Si","TRANSFER",539,198888.16,198888.16,0,"C",0,0
"8788","No","PAYMENT",540,22637.19,90158,67520.81,"M",0,0
"8789","No","CASH_OUT",540,60296.8,0,0,"C",76194.18,136490.98
"8790","Si","CASH_OUT",540,342970.95,342970.95,0,"C",660948.23,1003919.18
"8791","Si","TRANSFER",541,3297243.38,3297243.38,0,"C",0,0
"8792","No","CASH_IN",542,304067.79,1181,305248.79,"C",0,0
"8793","No","TRANSFER",542,708723.33,0,0,"C",1096635.61,1805358.94
"8794","No","CASH_IN",542,55737.37,5752,61489.37,"C",0,0
"8795","No","CASH_IN",542,19965.63,2000603.76,2020569.39,"C",763204.49,743238.86
"8796","No","CASH_OUT",542,287386.86,10873,0,"C",0,287386.86
"8797","No","CASH_IN",544,3504.58,3124495.71,3128000.29,"C",2655921.54,2652416.96
"8798","No","PAYMENT",544,34759.24,11078,0,"M",0,0
"8799","No","CASH_OUT",544,227369.89,147828,0,"C",87927.48,315297.37
"8800","No","CASH_OUT",544,323357.64,148896,0,"C",98264.7,421622.34
"8801","No","PAYMENT",544,50721.09,31803.94,0,"M",0,0
"8802","No","PAYMENT",544,5600.96,0,0,"M",0,0
"8803","No","PAYMENT",544,25471.24,17090,0,"M",0,0
"8804","No","CASH_IN",544,51100.37,10601,61701.37,"C",181338.27,130237.9
"8805","No","PAYMENT",544,15409.54,0,0,"M",0,0
"8806","No","PAYMENT",544,29421.62,232409,202987.38,"M",0,0
"8807","No","PAYMENT",544,69166.46,0,0,"M",0,0
"8808","No","CASH_OUT",544,35775.41,0,0,"C",6078731,6114506.42
"8809","No","TRANSFER",545,279509.08,16640,0,"C",595139.49,874648.57
"8810","No","TRANSFER",545,111500.42,0,0,"C",627043.66,738544.08
"8811","No","PAYMENT",545,6237.11,5283.79,0,"M",0,0
"8812","No","CASH_OUT",545,93205.37,59696,0,"C",0,93205.37
"8813","No","PAYMENT",545,76395.69,41442,0,"M",0,0
"8814","No","CASH_OUT",546,62984.4,155804.83,92820.44,"C",1057581.56,1120565.96
"8815","No","PAYMENT",546,3734.98,7257,3522.02,"M",0,0
"8816","No","PAYMENT",546,5404.76,574,0,"M",0,0
"8817","No","CASH_OUT",546,330655.92,0,0,"C",3347701.9,3678357.83
"8818","No","PAYMENT",546,12941.58,620358.44,607416.85,"M",0,0
"8819","No","TRANSFER",546,294211.52,150019,0,"C",8482819.36,8777030.89
"8820","No","PAYMENT",546,16565.15,0,0,"M",0,0
"8821","No","CASH_IN",546,246810.89,3487870.81,3734681.7,"C",1673426.02,1426615.12
"8822","Si","TRANSFER",546,1634229.02,1634229.02,0,"C",0,0
"8823","Si","CASH_OUT",546,1634229.02,1634229.02,0,"C",0,1634229.02
"8824","No","CASH_OUT",547,133975.44,30683,0,"C",1801323.98,1935299.42
"8825","Si","CASH_OUT",547,400276.72,400276.72,0,"C",244756.45,645033.17
"8826","Si","CASH_OUT",547,1139983.15,1139983.15,0,"C",164063.15,1304046.31
"8827","No","CASH_IN",548,115543.26,9141318.63,9256861.89,"C",1588051.92,1472508.65
"8828","No","CASH_OUT",548,32357.91,69780,37422.09,"C",4390389.94,4422747.85
"8829","No","CASH_IN",548,42390.48,30431,72821.48,"C",0,0
"8830","No","DEBIT",548,1530.36,61846,60315.64,"C",43374.67,44905.02
"8831","No","PAYMENT",548,8700.93,30946,22245.07,"M",0,0
"8832","No","CASH_OUT",548,15266.75,124,0,"C",30393.2,45659.95
"8833","No","CASH_OUT",548,162438.85,224796,62357.15,"C",0,162438.85
"8834","Si","TRANSFER",549,21662.5,21662.5,0,"C",0,0
"8835","Si","CASH_OUT",549,29473.67,29473.67,0,"C",32212.58,61686.25
"8836","No","CASH_OUT",550,97564.67,0,0,"C",2688353.38,2785918.05
"8837","No","TRANSFER",550,1345309.81,0,0,"C",4468013.81,5813323.62
"8838","No","CASH_OUT",550,359959.56,0,0,"C",1382694.86,1742654.42
"8839","No","PAYMENT",550,19181.44,20051,869.56,"M",0,0
"8840","No","PAYMENT",550,14064.19,50600,36535.81,"M",0,0
"8841","No","PAYMENT",551,13299.13,3190.64,0,"M",0,0
"8842","Si","TRANSFER",551,483713.23,483713.23,0,"C",0,0
"8843","Si","TRANSFER",551,407907.34,407907.34,0,"C",0,0
"8844","Si","TRANSFER",552,492003.04,492003.04,0,"C",0,0
"8845","Si","CASH_OUT",553,254528.76,254528.76,0,"C",380985.06,635513.82
"8846","Si","TRANSFER",553,1688761.08,1688761.08,0,"C",0,0
"8847","Si","CASH_OUT",554,346795.44,346795.44,0,"C",0,346795.44
"8848","Si","TRANSFER",554,1e+07,23576297.1,13576297.1,"C",0,0
"8849","Si","TRANSFER",554,1025082.07,1025082.07,0,"C",0,0
"8850","Si","TRANSFER",556,227231.78,227231.78,0,"C",0,0
"8851","Si","CASH_OUT",556,227231.78,227231.78,0,"C",1606681,1833912.79
"8852","Si","CASH_OUT",557,643052.88,643052.88,0,"C",0,643052.88
"8853","Si","CASH_OUT",557,188844.13,188844.13,0,"C",146960.09,335804.22
"8854","Si","CASH_OUT",557,2719.66,2719.66,0,"C",1588874.92,1591594.58
"8855","Si","TRANSFER",557,643052.88,643052.88,0,"C",0,0
"8856","Si","TRANSFER",558,1268931.21,1268931.21,0,"C",0,0
"8857","Si","TRANSFER",559,55539.89,55539.89,0,"C",0,0
"8858","Si","CASH_OUT",559,175290.91,175290.91,0,"C",0,175290.91
"8859","Si","CASH_OUT",561,1383818.98,1383818.98,0,"C",26146.79,1409965.77
"8860","Si","TRANSFER",561,31945.44,31945.44,0,"C",0,0
"8861","Si","TRANSFER",562,2305939.38,2305939.38,0,"C",0,0
"8862","Si","TRANSFER",562,8208916,8208916,0,"C",0,0
"8863","No","PAYMENT",563,25099.95,61298.58,36198.63,"M",0,0
"8864","No","CASH_OUT",563,51774.31,0,0,"C",1036356.5,1088130.8
"8865","No","CASH_OUT",563,22084.36,0,0,"C",73215.3,95299.66
"8866","No","TRANSFER",563,974612.47,0,0,"C",4352307.38,5326919.85
"8867","Si","TRANSFER",563,96989.06,96989.06,0,"C",0,0
"8868","Si","CASH_OUT",563,190662.7,190662.7,0,"C",309903.6,500566.3
"8869","No","PAYMENT",564,6667.89,183314.84,176646.95,"M",0,0
"8870","No","CASH_OUT",564,424786.23,61129,0,"C",1727671.87,2152458.1
"8871","No","CASH_OUT",564,160552.78,62052,0,"C",880679.44,1041232.22
"8872","Si","TRANSFER",564,30245.46,30245.46,0,"C",0,0
"8873","Si","TRANSFER",564,3968964.4,3968964.4,0,"C",0,0
"8874","Si","CASH_OUT",564,3968964.4,3968964.4,0,"C",419593.77,4388558.17
"8875","No","CASH_OUT",565,290413.84,0,0,"C",1001723.3,1292137.15
"8876","No","PAYMENT",565,13126.66,77156,64029.34,"M",0,0
"8877","No","PAYMENT",565,7282.14,115246,107963.86,"M",0,0
"8878","No","CASH_OUT",565,114617.84,300166,185548.16,"C",15701.13,130318.97
"8879","No","CASH_IN",565,204660.97,2304833.68,2509494.65,"C",316044.33,111383.37
"8880","No","PAYMENT",565,4497.92,0,0,"M",0,0
"8881","No","TRANSFER",565,1623524.32,12041,0,"C",0,1623524.32
"8882","No","CASH_IN",565,36900.04,190909,227809.04,"C",131583.69,94683.64
"8883","Si","TRANSFER",565,1167816.02,1167816.02,0,"C",0,0
"8884","Si","CASH_OUT",565,325668.67,325668.67,0,"C",0,325668.67
"8885","Si","TRANSFER",565,112958.85,112958.85,0,"C",0,0
"8886","No","CASH_IN",566,284299.93,378626.29,662926.22,"C",1337762.47,1053462.53
"8887","No","PAYMENT",566,16409.03,69078.22,52669.19,"M",0,0
"8888","No","CASH_OUT",566,288565.88,825,0,"C",3931.31,292497.2
"8889","No","PAYMENT",566,35907.47,20772,0,"M",0,0
